client_ip,server_ip,authentication_errors,created_at,user_acct,conn_port,l4_protocol,data_len,asset_tag
81.173.91.127,10.50.2.153,0,2026-08-09T09:27:43.756564,wchen,443,tcp,1939,host-2325
80.42.220.53,10.50.0.160,0,2026-08-09T14:58:04.418276,priya.n,3389,tcp,2603,host-7358
114.212.60.136,10.50.2.68,1,2026-08-08T08:30:36.671948,user7606,22,tcp,139,host-5193
126.128.212.66,10.50.3.174,0,2026-08-14T09:49:22.593007,e.rossi,443,tcp,2000,host-6380
36.202.131.36,10.50.1.23,0,2026-08-08T22:23:43.197397,priya.n,443,tcp,107942,host-3866
80.222.65.196,10.50.2.59,0,2026-08-09T08:09:29.441557,e.rossi,443,tcp,2592,host-7998
23.225.79.39,10.50.3.23,0,2026-08-11T08:53:33.605249,rpatel,443,tcp,3501,host-3113
91.66.13.164,10.50.3.25,1,2026-08-08T00:34:56.400596,l.nguyen,22,tcp,175,host-4261
121.149.131.127,10.50.5.177,1,2026-08-08T05:53:43.425126,user5220,22,tcp,202,host-9752
41.105.218.211,10.50.2.84,0,2026-08-08T13:29:27.920257,,43127,tcp,61,host-1210
81.169.220.123,10.50.4.71,0,2026-08-10T09:38:17.771525,wchen,443,tcp,3874,host-5266
114.212.60.136,10.50.1.120,1,2026-08-08T08:28:21.044472,user1755,22,tcp,194,host-8315
142.27.111.58,10.50.4.135,0,2026-08-10T16:18:19.900620,l.nguyen,443,tcp,3141,host-5823
202.203.187.196,10.50.3.221,0,2026-08-10T08:46:34.025801,t.muller,3389,tcp,2928,host-6682
114.212.60.136,10.50.3.35,1,2026-08-08T08:29:55.718750,user5201,22,tcp,169,host-4576
133.25.165.172,10.50.0.121,0,2026-08-10T16:40:37.204670,wchen,443,tcp,3465,host-9241
90.211.101.240,10.50.5.170,0,2026-08-10T16:46:11.121882,t.muller,3389,tcp,2833,host-6636
90.171.91.47,10.50.3.71,0,2026-08-14T09:41:43.365804,priya.n,443,tcp,287,host-5489
80.213.121.41,10.50.0.187,0,2026-08-11T14:27:18.385758,mgarcia,3389,tcp,802,host-4277
126.79.178.206,10.50.2.157,0,2026-08-09T10:57:29.575413,dsingh,22,tcp,2441,host-2563
114.239.49.189,10.50.0.168,0,2026-08-08T12:03:03.609337,,15301,tcp,49,host-7996
91.66.13.164,10.50.3.170,1,2026-08-08T00:32:43.825572,l.nguyen,22,tcp,123,host-5318
133.208.212.224,10.50.1.221,0,2026-08-09T18:51:02.559719,wchen,80,tcp,1027,host-5098
45.58.120.63,10.50.4.117,0,2026-08-10T11:06:54.712196,wchen,22,tcp,1368,host-6748
90.171.158.67,10.50.0.98,0,2026-08-08T09:55:08.598263,jsmith,22,tcp,1829,host-1690
114.212.60.136,10.50.4.71,1,2026-08-08T08:28:38.238456,user6999,22,tcp,259,host-3554
80.127.125.78,10.50.4.26,0,2026-08-08T17:22:21.038149,e.rossi,22,tcp,3059,host-4099
80.176.175.20,10.50.1.60,0,2026-08-11T16:44:01.495276,n.dubois,80,tcp,245,host-3692
